,Date,AveragePrice,TotalValue,c4046,c4225,c4770,TotalBags,SmallBags,LargeBags,XLargeBags,type,year,region
3748,27-11-2016,0.82,854630.0,525325.0,173402.0,3567.44,152336.0,81852.6,70483.5,0.0,Conventional,2016,Houston
3749,20-11-2016,0.99,827346.0,466961.0,202860.0,4070.15,153455.0,58525.5,94915.8,13.33,Conventional,2016,Houston
3750,13-11-2016,1.05,828867.0,431732.0,231630.0,4850.4,160654.0,61276.9,99274.8,102.78,Conventional,2016,Houston
3751,06-11-2016,1.12,782911.0,430099.0,168815.0,2921.98,181076.0,78827.5,102248.0,0.0,Conventional,2016,Houston
3752,30-10-2016,1.15,709890.0,346283.0,181579.0,3192.69,178836.0,47722.6,131113.0,0.0,Conventional,2016,Houston
3753,23-10-2016,1.0,777848.0,371566.0,145059.0,2488.59,258734.0,197398.0,61335.6,0.0,Conventional,2016,Houston
3754,16-10-2016,0.98,992993.0,492463.0,223737.0,3348.82,273444.0,132407.0,141037.0,0.0,Conventional,2016,Houston
3755,09-10-2016,0.98,1075300.0,483285.0,344449.0,9670.82,237899.0,121028.0,116836.0,34.72,Conventional,2016,Houston
3756,02-10-2016,0.98,1023030.0,446277.0,260177.0,3196.13,313380.0,129091.0,184289.0,0.0,Conventional,2016,Houston
3757,25-09-2016,0.96,1027780.0,463608.0,266059.0,2894.23,295221.0,101364.0,193857.0,0.0,Conventional,2016,Houston
3758,18-09-2016,0.83,1127110.0,702368.0,203949.0,3023.74,217769.0,126297.0,91451.7,20.0,Conventional,2016,Houston
3759,11-09-2016,0.76,1217350.0,729949.0,188319.0,2466.22,296612.0,216414.0,79968.1,230.0,Conventional,2016,Houston
3760,04-09-2016,0.72,1351650.0,782983.0,265697.0,3439.75,299530.0,208801.0,88824.4,1905.0,Conventional,2016,Houston
3761,28-08-2016,0.88,1021610.0,610762.0,216733.0,3065.44,191046.0,124174.0,58652.8,8220.0,Conventional,2016,Houston
3762,21-08-2016,0.9,1046510.0,583161.0,248160.0,5697.25,209488.0,132616.0,76539.1,333.33,Conventional,2016,Houston
3763,14-08-2016,0.9,1015260.0,590138.0,218436.0,3815.84,202874.0,123194.0,79430.5,250.0,Conventional,2016,Houston
3764,07-08-2016,0.92,1040950.0,614770.0,239658.0,5032.97,181492.0,121224.0,60268.6,0.0,Conventional,2016,Houston
3765,31-07-2016,0.98,941066.0,547468.0,203888.0,4165.35,185544.0,117561.0,64239.8,3743.33,Conventional,2016,Houston
3766,24-07-2016,0.96,985028.0,555710.0,218180.0,5208.69,205930.0,163970.0,39623.1,2337.22,Conventional,2016,Houston
3767,17-07-2016,0.92,1006980.0,551921.0,219856.0,8567.51,226639.0,189089.0,37550.0,0.0,Conventional,2016,Houston
3768,10-07-2016,0.89,1101540.0,607070.0,208422.0,41629.0,244423.0,201545.0,39452.6,3425.28,Conventional,2016,Houston
3769,03-07-2016,0.92,1189790.0,545800.0,245932.0,139911.0,258145.0,201099.0,39117.4,17928.1,Conventional,2016,Houston
3770,26-06-2016,0.88,1186690.0,586636.0,216134.0,113474.0,270448.0,165598.0,86483.3,18366.7,Conventional,2016,Houston
3771,19-06-2016,0.89,1153580.0,627217.0,228843.0,74763.1,222760.0,139198.0,70961.5,12600.0,Conventional,2016,Houston
3772,12-06-2016,0.83,1210000.0,589477.0,236621.0,110055.0,273844.0,114672.0,149148.0,10023.3,Conventional,2016,Houston
3773,05-06-2016,0.85,1182840.0,555561.0,242491.0,110458.0,274332.0,92784.2,170944.0,10603.3,Conventional,2016,Houston
3774,29-05-2016,0.82,1128600.0,554092.0,247280.0,116263.0,210964.0,91661.9,110662.0,8640.0,Conventional,2016,Houston
3775,22-05-2016,0.68,1378760.0,569011.0,339100.0,169714.0,300936.0,125724.0,165911.0,9301.67,Conventional,2016,Houston
3776,15-05-2016,0.69,1343570.0,614770.0,335853.0,95672.3,297272.0,102107.0,192425.0,2739.44,Conventional,2016,Houston
3777,08-05-2016,0.65,1406280.0,670566.0,293099.0,185667.0,256952.0,107636.0,146298.0,3018.05,Conventional,2016,Houston
3778,01-05-2016,0.68,1308610.0,601670.0,368704.0,89821.9,248419.0,84090.2,159462.0,4866.66,Conventional,2016,Houston
3779,24-04-2016,0.67,1393040.0,656323.0,324423.0,163348.0,248949.0,100133.0,144364.0,4451.67,Conventional,2016,Houston
3780,17-04-2016,0.69,1310680.0,782314.0,191432.0,153135.0,183797.0,119863.0,57278.4,6655.0,Conventional,2016,Houston
3781,10-04-2016,0.7,1271740.0,757578.0,188936.0,151966.0,173260.0,117793.0,50449.5,5018.06,Conventional,2016,Houston
3782,03-04-2016,0.72,1256920.0,684633.0,264272.0,181951.0,126062.0,56499.5,66016.1,3546.67,Conventional,2016,Houston
3783,27-03-2016,0.75,1345870.0,553962.0,406713.0,177920.0,207270.0,75819.3,124377.0,7073.33,Conventional,2016,Houston
3784,20-03-2016,0.76,1162030.0,538381.0,327365.0,121839.0,174441.0,62893.1,103045.0,8503.33,Conventional,2016,Houston
3785,13-03-2016,0.76,1136960.0,585649.0,247462.0,185545.0,118307.0,63280.1,48440.7,6586.67,Conventional,2016,Houston
3786,06-03-2016,0.76,1091430.0,698790.0,182051.0,86477.8,124114.0,77568.7,39418.5,7126.67,Conventional,2016,Houston
3787,28-02-2016,0.76,1048300.0,674833.0,180298.0,85511.8,107661.0,77330.1,24043.9,6286.67,Conventional,2016,Houston
3788,21-02-2016,0.8,966991.0,566062.0,200935.0,90645.6,109348.0,64626.9,38634.4,6086.67,Conventional,2016,Houston
3789,14-02-2016,0.67,1191350.0,518192.0,334137.0,210029.0,128993.0,67726.6,55041.3,6225.56,Conventional,2016,Houston
3790,07-02-2016,0.69,1323490.0,528670.0,424427.0,203798.0,166595.0,71538.9,75749.7,19306.7,Conventional,2016,Houston
3791,31-01-2016,0.74,1131580.0,484446.0,348543.0,161507.0,137088.0,68193.8,46086.2,22807.8,Conventional,2016,Houston
3792,24-01-2016,0.91,867295.0,259465.0,363892.0,79193.4,164744.0,83636.3,63963.2,17144.4,Conventional,2016,Houston
3793,17-01-2016,0.83,1071140.0,447913.0,369479.0,116441.0,137306.0,82818.4,50110.6,4376.67,Conventional,2016,Houston
3794,10-01-2016,0.84,1095290.0,434472.0,437751.0,85368.8,137695.0,78471.4,58067.4,1156.67,Conventional,2016,Houston
3795,03-01-2016,0.78,1061570.0,356962.0,454200.0,113069.0,137335.0,87330.3,49677.8,326.67,Conventional,2016,Houston
3796,25-12-2016,1.13,135849.0,9560.82,59100.9,1962.89,65224.0,39632.2,25547.0,44.8,Conventional,2016,Indianapolis
3797,18-12-2016,1.19,122036.0,9114.0,56820.0,1973.93,54127.9,33414.9,20669.1,43.91,Conventional,2016,Indianapolis
3798,11-12-2016,1.17,133480.0,10029.3,61398.6,2771.39,59280.9,38874.4,20249.6,156.88,Conventional,2016,Indianapolis
3799,04-12-2016,1.18,144732.0,9441.16,70441.5,5143.87,59705.8,34658.4,24180.2,867.2,Conventional,2016,Indianapolis
3800,27-11-2016,1.34,103729.0,8422.19,43655.1,1231.47,50420.0,26198.6,24221.4,0.0,Conventional,2016,Indianapolis
3801,20-11-2016,1.29,124674.0,9062.48,52842.3,1517.4,61251.9,29000.0,32251.9,0.0,Conventional,2016,Indianapolis
3802,13-11-2016,1.29,127579.0,8852.56,56481.6,1724.7,60520.5,31532.3,28946.6,41.67,Conventional,2016,Indianapolis
3803,06-11-2016,1.37,126205.0,9100.1,55557.7,1578.23,59969.0,30459.1,29180.5,329.39,Conventional,2016,Indianapolis
3804,30-10-2016,1.2,139575.0,9278.4,61450.2,1682.81,67163.4,26069.0,41094.4,0.0,Conventional,2016,Indianapolis
3805,23-10-2016,1.31,142946.0,7986.6,65584.5,2219.92,67155.2,28373.9,38779.8,1.49,Conventional,2016,Indianapolis
3806,16-10-2016,1.27,138921.0,10968.0,60049.8,1952.54,65951.2,35703.6,30247.5,0.0,Conventional,2016,Indianapolis
3807,09-10-2016,1.2,143912.0,11357.0,61269.7,2173.86,69111.2,36546.8,32111.4,452.98,Conventional,2016,Indianapolis
3808,02-10-2016,1.31,146709.0,14488.9,66598.0,2091.96,63530.3,36081.4,27445.9,3.01,Conventional,2016,Indianapolis
3809,25-09-2016,1.39,150805.0,16855.3,68404.4,2557.07,62987.8,37497.6,25490.2,0.0,Conventional,2016,Indianapolis
3810,18-09-2016,1.26,153212.0,16666.2,67688.6,2707.32,66149.6,40788.8,25360.8,0.0,Conventional,2016,Indianapolis
3811,11-09-2016,1.29,157333.0,17414.4,70736.7,3134.92,66047.3,44187.6,21859.7,0.0,Conventional,2016,Indianapolis
3812,04-09-2016,1.31,160672.0,17530.1,75640.4,3252.69,64248.9,47772.7,16371.2,105.0,Conventional,2016,Indianapolis
3813,28-08-2016,1.27,167402.0,13732.4,78138.8,2802.01,72728.7,49838.2,21877.1,1013.4,Conventional,2016,Indianapolis
3814,21-08-2016,1.3,160969.0,15022.1,73966.5,3405.65,68574.5,44089.8,24244.7,240.0,Conventional,2016,Indianapolis
3815,14-08-2016,1.27,169421.0,15863.5,79507.4,4255.36,69794.9,39950.2,28559.6,1285.0,Conventional,2016,Indianapolis
3816,07-08-2016,1.33,163339.0,20926.3,77899.5,5741.75,58771.4,36454.0,21522.2,795.28,Conventional,2016,Indianapolis
3817,31-07-2016,1.27,159574.0,16079.2,80211.4,6277.21,57006.0,34005.5,22328.6,671.85,Conventional,2016,Indianapolis
3818,24-07-2016,1.2,178390.0,14627.3,82110.0,9886.51,71766.0,37248.2,29877.6,4640.2,Conventional,2016,Indianapolis
3819,17-07-2016,1.08,195710.0,15914.6,93316.0,9427.32,77052.5,39495.1,32642.4,4914.98,Conventional,2016,Indianapolis
3820,10-07-2016,1.12,191786.0,15126.5,96588.2,9530.83,70540.8,39858.0,25082.9,5599.84,Conventional,2016,Indianapolis
3821,03-07-2016,1.1,205563.0,15757.6,97348.0,9152.69,83304.4,47612.1,29634.2,6058.05,Conventional,2016,Indianapolis
3822,26-06-2016,1.15,183555.0,14452.8,90386.2,15029.7,63686.3,41778.4,16248.6,5659.25,Conventional,2016,Indianapolis
3823,19-06-2016,1.13,193533.0,17469.3,91178.2,19044.1,65841.4,34458.3,25319.7,6063.43,Conventional,2016,Indianapolis
3824,12-06-2016,1.12,186723.0,19442.5,89226.0,19115.1,58939.8,39160.0,13630.9,6148.79,Conventional,2016,Indianapolis
3825,05-06-2016,1.05,208087.0,16444.1,100387.0,21893.2,69362.6,39935.8,23087.1,6339.77,Conventional,2016,Indianapolis
3826,29-05-2016,1.01,210387.0,13152.9,109784.0,12495.7,74953.7,47279.2,24844.2,2830.34,Conventional,2016,Indianapolis
3827,22-05-2016,0.87,214847.0,10857.8,105337.0,17819.7,80833.0,46352.4,29562.7,4917.9,Conventional,2016,Indianapolis
3828,15-05-2016,0.88,212807.0,11249.0,98565.2,23505.7,79486.7,46726.4,27196.0,5564.24,Conventional,2016,Indianapolis
3829,08-05-2016,0.93,228601.0,17356.4,106300.0,18838.9,86105.8,54973.2,27766.7,3365.91,Conventional,2016,Indianapolis
3830,01-05-2016,0.92,207488.0,16727.7,106590.0,12071.5,72098.7,43567.5,26781.8,1749.44,Conventional,2016,Indianapolis
3831,24-04-2016,0.95,217736.0,12802.8,116191.0,22243.7,66499.1,32258.4,30147.9,4092.74,Conventional,2016,Indianapolis
3832,17-04-2016,0.97,218238.0,15361.3,113833.0,24253.3,64789.9,27683.1,33415.1,3691.73,Conventional,2016,Indianapolis
3833,10-04-2016,1.07,168009.0,15421.4,84833.8,11125.2,56628.9,29065.6,26374.7,1188.64,Conventional,2016,Indianapolis
3834,03-04-2016,0.99,154099.0,13073.2,73683.9,14509.1,52832.4,23047.8,26829.3,2955.32,Conventional,2016,Indianapolis
3835,27-03-2016,0.99,195374.0,10457.5,103262.0,23242.8,58412.0,26546.7,27197.4,4667.85,Conventional,2016,Indianapolis
3836,20-03-2016,1.12,168887.0,12095.9,91015.5,16824.7,48950.5,27044.1,18685.2,3221.12,Conventional,2016,Indianapolis
3837,13-03-2016,1.03,179067.0,11923.3,97729.3,17713.8,51700.5,28612.6,19278.1,3809.85,Conventional,2016,Indianapolis
3838,06-03-2016,0.96,208284.0,11773.3,116610.0,24630.7,55269.8,26420.6,23929.0,4920.17,Conventional,2016,Indianapolis
3839,28-02-2016,0.99,188077.0,11031.3,107091.0,16742.2,53212.4,26221.9,23948.2,3042.27,Conventional,2016,Indianapolis
3840,21-02-2016,1.03,153498.0,10806.8,91309.1,8892.49,42490.1,23611.1,17284.9,1594.11,Conventional,2016,Indianapolis
3841,14-02-2016,0.83,219872.0,13525.6,133957.0,15621.6,56767.5,27240.4,27220.1,2307.08,Conventional,2016,Indianapolis
3842,07-02-2016,0.88,240237.0,13926.8,145592.0,27708.0,53010.6,24152.6,25269.3,3588.69,Conventional,2016,Indianapolis
3843,31-01-2016,0.98,175610.0,8329.28,102864.0,22380.6,42036.1,20098.5,17062.8,4874.75,Conventional,2016,Indianapolis
3844,24-01-2016,0.93,168035.0,1803.73,93613.7,23023.5,49594.5,23374.5,21450.6,4769.31,Conventional,2016,Indianapolis
3845,17-01-2016,0.97,171405.0,5231.37,105607.0,12443.2,48123.7,26459.1,19618.5,2046.21,Conventional,2016,Indianapolis
3846,10-01-2016,1.0,173238.0,4590.25,101117.0,18454.9,49076.0,25431.4,20246.9,3397.73,Conventional,2016,Indianapolis
3847,03-01-2016,0.95,184670.0,5974.1,109973.0,25839.4,42883.0,15993.7,19313.4,7575.88,Conventional,2016,Indianapolis
3848,25-12-2016,0.81,187804.0,70779.8,31213.6,208.24,85602.3,30893.3,54709.0,0.0,Conventional,2016,Jacksonville
3849,18-12-2016,0.84,162502.0,49886.7,27329.1,104.17,85182.3,26270.2,58844.1,68.06,Conventional,2016,Jacksonville
3850,11-12-2016,1.17,116052.0,33585.8,18098.4,126.93,64241.4,27971.1,36270.2,0.0,Conventional,2016,Jacksonville
3851,04-12-2016,0.89,206010.0,63726.3,35344.0,132.58,106807.0,33108.8,73697.9,0.0,Conventional,2016,Jacksonville
3852,27-11-2016,1.36,111672.0,32944.9,18661.8,94.55,59970.7,19808.0,40162.7,0.0,Conventional,2016,Jacksonville
3853,20-11-2016,1.36,117496.0,35506.8,19385.2,192.2,62411.5,22359.4,40052.1,0.0,Conventional,2016,Jacksonville
3854,13-11-2016,1.31,140703.0,51958.4,22430.6,212.95,66101.0,26430.6,39670.4,0.0,Conventional,2016,Jacksonville
3855,06-11-2016,1.41,127895.0,43990.0,21710.6,289.79,61904.9,16137.0,45767.8,0.0,Conventional,2016,Jacksonville
3856,30-10-2016,1.41,115122.0,38168.4,20158.8,206.84,56588.5,13461.5,43127.0,0.0,Conventional,2016,Jacksonville
3857,23-10-2016,1.35,119840.0,42785.0,22755.5,212.19,54087.5,11699.0,42388.5,0.0,Conventional,2016,Jacksonville
3858,16-10-2016,1.12,157329.0,48624.6,36096.4,228.23,72380.1,11681.2,60621.2,77.78,Conventional,2016,Jacksonville
3859,09-10-2016,1.31,135520.0,43060.5,35355.7,143.93,56960.4,16656.5,40303.9,0.0,Conventional,2016,Jacksonville
3860,02-10-2016,1.31,159577.0,54429.4,29513.0,93.83,75540.7,23304.8,52235.9,0.0,Conventional,2016,Jacksonville
3861,25-09-2016,1.26,158194.0,58289.9,21092.7,145.41,78666.1,29683.1,48983.0,0.0,Conventional,2016,Jacksonville
3862,18-09-2016,1.05,175929.0,72171.2,27540.2,84.22,76132.9,23455.3,52677.6,0.0,Conventional,2016,Jacksonville
3863,11-09-2016,1.1,150296.0,70095.7,23109.9,148.82,56941.5,22375.8,34565.7,0.0,Conventional,2016,Jacksonville
3864,04-09-2016,0.94,239246.0,128269.0,34369.6,158.3,76448.8,29049.1,47399.7,0.0,Conventional,2016,Jacksonville
3865,28-08-2016,1.14,177300.0,90635.0,32154.7,113.13,54397.3,29304.0,24543.3,550.0,Conventional,2016,Jacksonville
3866,21-08-2016,1.11,189700.0,90679.3,36441.1,188.93,62390.8,34193.6,26027.2,2170.0,Conventional,2016,Jacksonville
3867,14-08-2016,1.11,206617.0,98779.5,43133.2,217.88,64486.5,22538.6,39347.9,2600.0,Conventional,2016,Jacksonville
3868,07-08-2016,1.23,151752.0,70054.1,30914.4,331.08,50452.4,21944.3,24593.0,3915.0,Conventional,2016,Jacksonville
3869,31-07-2016,1.23,152777.0,67403.1,31854.3,440.28,53079.5,25243.3,23054.7,4781.39,Conventional,2016,Jacksonville
3870,24-07-2016,1.21,156317.0,69899.2,39377.8,493.57,46546.4,21263.4,21141.1,4141.94,Conventional,2016,Jacksonville
3871,17-07-2016,1.22,165454.0,77112.3,34464.5,413.3,53463.5,25220.9,23917.9,4324.72,Conventional,2016,Jacksonville
3872,10-07-2016,1.19,164680.0,78117.6,34028.2,680.44,51854.3,26529.0,19443.4,5881.94,Conventional,2016,Jacksonville
3873,03-07-2016,0.93,272151.0,137102.0,48699.0,1134.71,85214.6,37396.6,41823.0,5995.0,Conventional,2016,Jacksonville
3874,26-06-2016,1.19,159129.0,75055.1,31811.7,748.85,51513.1,24644.4,23012.9,3855.83,Conventional,2016,Jacksonville
3875,19-06-2016,0.94,226775.0,115508.0,41557.3,1508.69,68201.6,23712.1,39989.5,4500.0,Conventional,2016,Jacksonville
3876,12-06-2016,1.2,151429.0,75763.7,28484.8,982.71,46197.4,20061.8,22605.6,3530.0,Conventional,2016,Jacksonville
3877,05-06-2016,0.95,221144.0,124676.0,32124.3,784.2,63559.4,19483.2,40946.7,3129.44,Conventional,2016,Jacksonville
3878,29-05-2016,0.92,242169.0,141301.0,36410.7,981.98,63475.3,22104.6,40394.1,976.67,Conventional,2016,Jacksonville
3879,22-05-2016,1.17,160652.0,83011.4,27437.9,356.55,49846.5,20620.0,27239.9,1986.67,Conventional,2016,Jacksonville
3880,15-05-2016,0.79,257370.0,98256.7,59901.5,275.59,98936.6,19409.7,77620.3,1906.67,Conventional,2016,Jacksonville
3881,08-05-2016,0.8,224520.0,113355.0,34526.4,280.48,76357.8,30053.6,46304.3,0.0,Conventional,2016,Jacksonville
3882,01-05-2016,0.68,370646.0,169412.0,70592.2,248.56,130393.0,37625.8,92767.0,0.0,Conventional,2016,Jacksonville
3883,24-04-2016,0.8,267226.0,104786.0,61113.1,134.35,101192.0,21102.4,79512.9,576.39,Conventional,2016,Jacksonville
3884,17-04-2016,1.0,184827.0,88552.5,31279.5,185.37,64810.1,23218.1,41247.5,344.44,Conventional,2016,Jacksonville
3885,10-04-2016,0.8,261081.0,106315.0,54201.3,196.31,100369.0,19745.0,79967.0,656.94,Conventional,2016,Jacksonville
3886,03-04-2016,1.01,181662.0,84766.0,27201.2,149.61,69545.3,27121.1,42424.3,0.0,Conventional,2016,Jacksonville
3887,27-03-2016,1.06,158323.0,70255.2,27911.8,402.32,59753.4,19304.3,40449.1,0.0,Conventional,2016,Jacksonville
3888,20-03-2016,1.07,140301.0,59970.4,26015.1,269.21,54046.3,19113.1,34933.2,0.0,Conventional,2016,Jacksonville
3889,13-03-2016,0.81,241654.0,103140.0,47856.7,316.39,90340.9,18010.9,72329.9,0.0,Conventional,2016,Jacksonville
3890,06-03-2016,1.06,155655.0,71185.0,26487.6,503.38,57478.6,17429.1,40049.5,0.0,Conventional,2016,Jacksonville
3891,28-02-2016,0.77,253490.0,108081.0,43494.2,217.74,101697.0,23364.7,78332.2,0.0,Conventional,2016,Jacksonville
3892,21-02-2016,1.01,141336.0,63676.5,22329.3,211.65,55118.4,18439.3,36679.1,0.0,Conventional,2016,Jacksonville
3893,14-02-2016,0.95,151724.0,74835.5,23877.5,377.48,52633.6,20566.3,32067.3,0.0,Conventional,2016,Jacksonville
3894,07-02-2016,0.54,369758.0,191441.0,57532.1,594.02,120190.0,53302.5,66879.5,8.12,Conventional,2016,Jacksonville
3895,31-01-2016,1.04,151247.0,76816.4,21968.9,256.1,52205.6,21691.8,30513.8,0.0,Conventional,2016,Jacksonville
3896,24-01-2016,0.93,192194.0,116714.0,18557.5,473.07,56450.0,27533.1,28916.9,0.0,Conventional,2016,Jacksonville
3897,17-01-2016,1.21,118231.0,73496.5,9811.14,302.25,34620.9,21732.7,12888.3,0.0,Conventional,2016,Jacksonville
3898,10-01-2016,0.95,181585.0,122360.0,10625.3,273.06,48326.0,20677.6,27648.4,0.0,Conventional,2016,Jacksonville
3899,03-01-2016,1.09,148599.0,103296.0,8714.57,487.53,36101.0,20713.3,15387.6,0.0,Conventional,2016,Jacksonville
3900,25-12-2016,0.82,292039.0,107318.0,43301.7,7606.75,133812.0,54017.8,79794.6,0.0,Conventional,2016,LasVegas
3901,18-12-2016,0.81,297506.0,88443.4,49295.6,7072.79,152694.0,58263.7,94430.7,0.0,Conventional,2016,LasVegas
3902,11-12-2016,0.83,339329.0,83682.9,55352.6,6832.2,193461.0,68316.8,125144.0,0.0,Conventional,2016,LasVegas
3903,04-12-2016,0.91,315049.0,93963.9,56502.8,5327.06,159255.0,49383.7,109473.0,398.61,Conventional,2016,LasVegas
3904,27-11-2016,0.86,255656.0,104641.0,41992.7,4857.37,104165.0,44172.6,59992.5,0.0,Conventional,2016,LasVegas
3905,20-11-2016,1.12,237141.0,94282.8,29776.1,5608.22,107474.0,54759.1,52714.9,0.0,Conventional,2016,LasVegas
3906,13-11-2016,1.1,259547.0,114476.0,32698.7,6683.0,105689.0,51797.1,53892.0,0.0,Conventional,2016,LasVegas
3907,06-11-2016,1.2,225301.0,84137.7,29997.7,8196.41,102970.0,52182.6,50534.4,252.78,Conventional,2016,LasVegas
3908,30-10-2016,1.16,223089.0,79018.7,31779.0,7157.69,105134.0,42630.7,62503.0,0.0,Conventional,2016,LasVegas
3909,23-10-2016,1.13,254999.0,67268.2,48015.1,8491.64,131224.0,47831.4,83393.1,0.0,Conventional,2016,LasVegas
3910,16-10-2016,1.08,315744.0,88625.1,51473.7,5356.91,170288.0,74347.1,95941.1,0.0,Conventional,2016,LasVegas
3911,09-10-2016,1.16,276031.0,121482.0,40083.1,5060.68,109405.0,66104.0,43300.9,0.0,Conventional,2016,LasVegas
3912,02-10-2016,1.22,246513.0,93430.0,45096.9,5876.68,102109.0,58716.1,43393.3,0.0,Conventional,2016,LasVegas
3913,25-09-2016,1.2,242300.0,98373.1,44921.8,5906.75,93098.1,51565.0,41533.1,0.0,Conventional,2016,LasVegas
3914,18-09-2016,1.12,278479.0,117939.0,57221.4,5318.75,97999.8,38957.1,59042.7,0.0,Conventional,2016,LasVegas
3915,11-09-2016,0.89,378865.0,200297.0,70912.1,5572.58,102083.0,46478.6,55604.9,0.0,Conventional,2016,LasVegas
3916,04-09-2016,1.03,335180.0,158224.0,69349.2,5841.12,101765.0,44439.6,57325.4,0.0,Conventional,2016,LasVegas
3917,28-08-2016,1.03,288423.0,123740.0,56927.3,6192.15,101564.0,55035.0,46529.2,0.0,Conventional,2016,LasVegas
3918,21-08-2016,1.0,302708.0,141809.0,50486.5,5836.08,104577.0,60675.8,43900.9,0.0,Conventional,2016,LasVegas
3919,14-08-2016,1.08,295536.0,129728.0,53954.6,6997.8,104856.0,63416.1,41439.5,0.0,Conventional,2016,LasVegas
3920,07-08-2016,1.11,311533.0,144863.0,57549.2,7063.01,102058.0,64259.0,37604.9,194.44,Conventional,2016,LasVegas
3921,31-07-2016,1.17,284566.0,125463.0,54745.0,7320.39,97037.8,59985.6,37052.2,0.0,Conventional,2016,LasVegas
3922,24-07-2016,1.15,283863.0,110869.0,58714.3,7525.31,106755.0,66233.4,40005.1,516.67,Conventional,2016,LasVegas
3923,17-07-2016,1.08,283074.0,118910.0,52023.8,7495.98,104644.0,71630.0,31540.7,1473.33,Conventional,2016,LasVegas
3924,10-07-2016,1.0,357787.0,153906.0,69545.2,7716.52,126619.0,78101.1,47342.9,1175.28,Conventional,2016,LasVegas
3925,03-07-2016,1.0,362137.0,135214.0,82726.7,9480.92,134715.0,88177.1,46537.7,0.0,Conventional,2016,LasVegas
3926,26-06-2016,0.94,352407.0,130217.0,74316.8,12079.1,135793.0,88463.2,47330.2,0.0,Conventional,2016,LasVegas
3927,19-06-2016,0.91,364255.0,164910.0,76172.7,11019.0,112153.0,64076.4,47966.9,109.72,Conventional,2016,LasVegas
3928,12-06-2016,0.94,348022.0,146589.0,75379.1,18141.9,107912.0,62277.6,45519.1,115.28,Conventional,2016,LasVegas
3929,05-06-2016,0.89,410771.0,156235.0,109764.0,13189.3,131583.0,55548.9,76033.8,0.0,Conventional,2016,LasVegas
3930,29-05-2016,0.89,391994.0,131708.0,115790.0,11869.5,132626.0,46240.6,86166.0,219.44,Conventional,2016,LasVegas
3931,22-05-2016,0.93,318913.0,122332.0,89286.7,15173.3,92121.5,37169.8,54951.6,0.0,Conventional,2016,LasVegas
3932,15-05-2016,0.86,317622.0,131370.0,107125.0,1468.26,77658.3,41031.2,36627.0,0.0,Conventional,2016,LasVegas
3933,08-05-2016,0.83,427575.0,170359.0,144990.0,8687.46,103538.0,46595.9,56942.1,0.0,Conventional,2016,LasVegas
3934,01-05-2016,0.85,363105.0,122125.0,115747.0,8420.15,116813.0,65345.9,51258.5,208.33,Conventional,2016,LasVegas
3935,24-04-2016,0.83,359872.0,125413.0,120811.0,8101.14,105547.0,45051.6,60495.7,0.0,Conventional,2016,LasVegas
3936,17-04-2016,0.81,379464.0,143901.0,110596.0,6531.44,118436.0,44934.5,73501.5,0.0,Conventional,2016,LasVegas
3937,10-04-2016,0.87,354098.0,151863.0,91833.7,6305.12,104097.0,48046.6,56050.1,0.0,Conventional,2016,LasVegas
3938,03-04-2016,0.84,298711.0,158984.0,62625.8,6877.48,70223.2,47115.0,23108.2,0.0,Conventional,2016,LasVegas
3939,27-03-2016,0.85,314268.0,155873.0,72324.4,7121.62,78949.3,41425.4,37523.9,0.0,Conventional,2016,LasVegas
3940,20-03-2016,0.82,332283.0,127950.0,116702.0,13632.2,73999.7,36410.1,37589.6,0.0,Conventional,2016,LasVegas
3941,13-03-2016,0.79,344613.0,130880.0,109512.0,6824.1,97396.9,41534.5,55862.4,0.0,Conventional,2016,LasVegas
3942,06-03-2016,0.91,311403.0,139919.0,86200.2,6809.69,78473.9,51367.6,27106.3,0.0,Conventional,2016,LasVegas
3943,28-02-2016,0.86,316564.0,122523.0,98920.9,14452.3,80667.2,43897.3,36769.9,0.0,Conventional,2016,LasVegas
3944,21-02-2016,0.83,337403.0,121215.0,124296.0,6447.94,85444.5,40526.0,44918.5,0.0,Conventional,2016,LasVegas
3945,14-02-2016,0.79,371468.0,144507.0,110750.0,7330.96,108880.0,47967.5,60912.1,0.0,Conventional,2016,LasVegas
3946,07-02-2016,0.74,437747.0,191144.0,142489.0,10624.8,93487.9,51889.3,41598.6,0.0,Conventional,2016,LasVegas
3947,31-01-2016,0.92,285052.0,117236.0,87109.9,14509.7,66196.4,48986.4,17209.9,0.0,Conventional,2016,LasVegas
3948,24-01-2016,1.08,158978.0,9727.38,81835.1,6141.39,61274.5,44326.2,16948.3,0.0,Conventional,2016,LasVegas
3949,17-01-2016,0.88,289298.0,108072.0,98543.8,12497.2,70185.2,42600.8,27584.5,0.0,Conventional,2016,LasVegas
3950,10-01-2016,0.83,309217.0,118959.0,110550.0,6133.63,73575.1,40601.7,32973.4,0.0,Conventional,2016,LasVegas
3951,03-01-2016,0.8,332972.0,103711.0,138143.0,15505.5,75612.7,36619.1,38993.7,0.0,Conventional,2016,LasVegas
3952,25-12-2016,0.84,2641780.0,794840.0,669586.0,65359.3,1111990.0,1032760.0,49937.4,29290.5,Conventional,2016,LosAngeles
3953,18-12-2016,0.84,2377800.0,767982.0,513487.0,56245.1,1040090.0,961116.0,55112.3,23857.5,Conventional,2016,LosAngeles
